Title,Genres,Imdb Score,tags
Kung Fu Panda: Secrets of the Scroll,"['comedy', 'family']",7.2/10,"When a twist of fate brings five unlikely animals together, they find that combining their unique kung fu styles as a team makes the perfect weapon! comedy family JackBlack DustinHoffman SethRogen DavidCross LucyLiu TaraMacri JamesHong RandallDukKim"
Kong: King of the Apes,['family'],5.8/10,"In 2050, an evil scientist is about to unleash an army of robotic dinosaurs. Now it's up to Kong and friends to fight back and save the day. family LeeTockar SamVincent AlessandroJuliani TabithaSt.Germain KathleenBarr VivLeacock ShannonChan-Kent VincentTong"
Lagaan,"['musical', 'drama']",8.1/10,"In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match. musical drama AamirKhan GracySingh RachelShelley PaulBlackthorne KulbhushanKharbanda RaghuvirYadav YashpalSharma RajendranathZutshi RajeshVivek AdityaLakhia"
Lakshya,"['action', 'adventure', 'drama']",8.0/10,"After dropping out of the army, a spoiled teenager reenlists and proves his mettle by becoming an officer just as war breaks out. action adventure drama AmitabhBachchan HrithikRoshan PreityZinta OmPuri SharadKapoor RajendranathZutshi SushantSingh PrashantChainani ShakeelKhan RanvirShorey"
Lego DC Comics: Batman Be-Leaguered,['drama'],6.7/10,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day. drama DeeBradleyBaker TroyBaker JohnDiMaggio GreyDeLisle TomKenny NolanNorth KharyPayton JamesArnoldTaylor"
Let's Fight Ghost,"['comedy', 'romance', 'drama']",7.6/10,"A med student with a supernatural gift tries to cash in on his abilities by facing off against ghosts, till a wandering spirit brings romance instead. comedy romance drama SuppapongUdomkaewkanjana PatchananJiajirachote ThongpoomSiripipat ApiwitReardon KornrawichSungkitbool WaratthayaWongchayaporn WannasakSirilar"
Life in a ... Metro,"['musical', 'drama']",7.3/10,A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive. musical drama Dharmendra IrrfanKhan KonkonaSenSharma KayKayMenon ShilpaShetty ShineyAhuja SharmanJoshi KanganaRanaut NafisaAli ManojPahwa
Little Singham,"['comedy', 'family']",3.5/10,"A spinoff of Rohit Shetty's action franchise, this animated series follows brave kid cop Little Singhamâ€™s adventures as he defends his town from evil. comedy family SwapnilKumari JignaBhardwaj SonalKaushal NeshmaChemburkar GaneshDivekar ShailyDube SaumyaDaan AnamayaVerma ParminderGhumman PawanKalra"
Little Things,"['comedy', 'romance', 'drama']",8.3/10,"A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Mumbai. comedy romance drama DhruvSehgal MithilaPalkar"
Locke & Key,"['action', 'adventure', 'mystery', 'drama']",7.3/10,"After their dad's murder, three siblings move with their mom to his ancestral estate, where they discover magical keys that unlock powers â€” and secrets. action adventure mystery drama DarbyStanchfield ConnorJessup EmiliaJones JacksonRobertScott PetriceJones LayslaDeOliveira GriffinGluck SherriSaum AaronAshmore BillHeck GenevieveKang KevinAlves ThomasMitchellBarnet EricGraise FelixMallard MartinRoach StevenWilliams CobyBird"
Lost in Space,"['sci-fi', 'fantasy', 'adventure', 'drama', 'action']",7.2/10,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers. sci-fi fantasy adventure drama action MollyParker TobyStephens MaxJenkins TaylorRussell MinaSundwall ParkerPosey IgnacioSerricchio"
Love O2O,"['romance', 'drama']",7.9/10,"When a computer-science major gets dumped by her â€œhusbandâ€ in an online role-playing game, she attracts a new proposal from the gameâ€™s top player. romance drama ShuangZheng YangYang RachelMomo BaiYu ZhengYecheng ZhangHe"
Love Aaj Kal,"['romance', 'drama']",4.9/10,"When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone decade may offer some wisdom. romance drama KartikAaryan SaraAliKhan RandeepHooda ArushiSharma SimoneSingh MonikaPawar AmritArora SiddharthKak"
Love Actually,"['comedy', 'drama']",7.5/10,"Love is all around â€” and so is heartbreakâ€” as multiple couples navigate romance, family, weddings and airports at Christmastime. comedy drama HughGrant ColinFirth EmmaThompson KeiraKnightley BillNighy LiamNeeson LauraLinney AlanRickman MartineMcCutcheon RowanAtkinson"
Love Alarm,"['romance', 'drama']",7.2/10,"In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities. romance drama KimSo-hyun JungGa-ram SongKang KoMin-si Z.Hera ShinSeung-ho LeeJae-eung SongSun-mi"
Lovestruck in the City,"['comedy', 'romance', 'drama']",7.7/10,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul. comedy romance drama JiChang-wook KimJi-won KimMin-seok HanJi-eun RyuGyeong-soo SoJoo-yeon"
Ludo,"['comedy', 'drama']",7.7/10,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal. comedy drama AbhishekBachchan AdityaRoyKapur RajkummarRao SanyaMalhotra FatimaSanaShaikh PankajTripathi RohitSaraf ShaliniVatsa PearleMaaney"
Love Per Square Foot,"['comedy', 'romance', 'drama']",7.1/10,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience. comedy romance drama VickyKaushal AngiraDhar AlankritaSahai RaghuvirYadav RatnaPathakShah SupriyaPathak"
Luka Chuppi,"['comedy', 'romance', 'drama']",6.5/10,"Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families. comedy romance drama KartikAaryan KritiSanon PankajTripathi VinayPathak AparshaktiKhurana AtulSrivastava AlkaAmin"
Lucknow Central,"['musical', 'drama']",6.4/10,"After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band. musical drama FarhanAkhtar DianaPenty RonitRoy GippyGrewal DeepakDobriyal Inaamulhaq RajeshSharma"
Lust Stories,"['comedy', 'drama']",6.3/10,"In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India. comedy drama VickyKaushal BhumiPednekar RadhikaApte NehaDhupia ManishaKoirala AkashThosar RandeepJha NeilBhoopalam JaideepAhlawat SanjayKapoor KiaraAdvani"
Mad Max,"['action', 'adventure', 'drama']",7.1/10,"In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance. action adventure drama MelGibson JoanneSamuel HughKeays-Byrne SteveBisley TimBurns RogerWard LisaAldenhoven BertrandCadart"
Madagascar 3: Europe's Most Wanted,"['comedy', 'family']",6.6/10,"Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer. comedy family BenStiller ChrisRock DavidSchwimmer JadaPinkettSmith SachaBaronCohen CedrictheEntertainer AndyRichter TomMcGrath FrancesMcDormand JessicaChastain BryanCranston MartinShort"
Madagascar: Escape 2 Africa,"['comedy', 'family']",6.4/10,"A botched rescue strands Alex the lion and his companions in Africa. Sadly, Alex discovers he has little in common with the locals. comedy family BenStiller ChrisRock DavidSchwimmer JadaPinkettSmith SachaBaronCohen CedrictheEntertainer AndyRichter BernieMac AlecBaldwin SherriShepherd"
Main aurr Mrs. Khanna,"['musical', 'romance', 'drama']",3.8/10,"A financially troubled Indian man heads to Singapore to find employment, while his pretty wife stays behind in a move that could cause trouble. musical romance drama SalmanKhan KareenaKapoor SohailKhan PreityZinta BappiLahiri YashTonk NauheedCyrusi MahekChahal"
Main Hoon Na,"['comedy', 'action', 'adventure', 'drama']",7.1/10,Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process. comedy action adventure drama ShahRukhKhan SunilShetty SushmitaSen ZayedKhan AmritaRao KironKher BomanIrani Bindu NaseeruddinShah KabirBedi
"Main, Meri Patni Aur Woh","['comedy', 'drama']",7.2/10,"An ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch. comedy drama RajpalYadav RituparnaSengupta KayKayMenon VarunBandola VinodNagpal NaseeruddinShah"
Malang,"['romance', 'action', 'adventure', 'drama']",6.3/10,"Years after a police encounter separates him from his lover, an angry young man goes on a killing spree, with an equally vengeful cop on his heels. romance action adventure drama AnilKapoor AdityaRoyKapur DishaPatani KunalKhemu MakrandDeshpande VatsalSeth AmrutaKhanvilkar ShaadRandhawa"
Malevolent,"['horror', 'thriller']",4.9/10,"A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real. horror thriller FlorencePugh BenLloyd-Hughes CeliaImrie JamesCosmo ScottChambers GeorginaBevan"
Mandela: Long Walk to Freedom,['drama'],7.0/10,This in-depth biopic portrays groundbreaking South African leader Nelson Mandela's fight against political oppression and virulent racism. drama IdrisElba NaomieHarris TonyKgoroge RiaadMoosa ZolaniMkiva SimoMogwaza FanaMokoena ThapeloMokoena JamieBartlett DeonLotz TerryPheto MarkElderkin
Marco Polo,"['action', 'adventure', 'drama']",8.1/10,"Set in a world of greed, betrayal, sexual intrigue and rivalry, â€œMarco Poloâ€ is based on the famed explorerâ€™s adventures in Kublai Khanâ€™s court. action adventure drama LorenzoRichelmy BenedictWong ChinHan JoanChen MichelleYeoh RickYune ClaudiaKim RemyHii ZhuZhu TomWu MaheshJadu OliviaCheng UliLatukefu PierfrancescoFavino JacquelineChan LeonardWu GabrielByrne"
Marco Polo: One Hundred Eyes,['drama'],7.9/10,A defiant warrior-monk arrives at Kublai Khan's court in chains and soon earns his tragic nickname in this 30-minute origin story. drama TomWu BenedictWong MichelleYeoh
Marvel Anime: Wolverine,"['animation', 'drama']",6.2/10,"Logan, aka mutant X-Man Wolverine, is on a quest to reclaim the love of his life â€“ whose crime lord father is planning an arranged marriage for her. animation drama RikiyaKoyama RomiPark FumikoOrikasa HidekatsuShibata KazukiYao MasatoHagiwara"
Marvel Anime: X-Men,"['animation', 'drama']",7.0/10,"A year after their dissolution, the X-Men are re-assembled by Professor Charles Xavier to investigate the kidnapping of young mutants in Japan. animation drama ToshiyukiMorikawa RikiyaKoyama KatsunosukeHori AyaHisakawa KaoriYamagata YoshikoSakakibara YurikaHino YukariTamura HideyukiTanaka"
Marvel Super Hero Adventures: Frost Fight!,"['sci-fi', 'family', 'fantasy']",5.0/10,"In this Christmas-themed special, Captain America and the Avengers battle Loki and Ymir, who plot to steal Santa Claus' powers and conquer the world. sci-fi family fantasy MickWingert MatthewMercer TravisWillingham FredTatasciore GreyDeLisle TroyBaker AntonyDelRio TrevorDevall KevinMichaelRichardson SteveBlum JaneSinger"
Marvel's Agents of S.H.I.E.L.D.,"['sci-fi', 'action', 'adventure', 'fantasy']",7.6/10,"Agent Phil Coulson, seen in action in Marvel's The Avengers, assembles a team of top S.H.I.E.L.D. agents to investigate bizarre threats. sci-fi action adventure fantasy ClarkGregg Ming-NaWen BrettDalton ChloeBennet IainDeCaestecker ElizabethHenstridge AdriannePalicki LukeMitchell HenrySimmons"
Marvel's Daredevil,"['crime', 'action', 'adventure']",8.5/10,"Blinded as a young boy, Matt Murdock fights injustice by day as a lawyer and by night as the Super Hero Daredevil in Hell's Kitchen, New York City. crime action adventure CharlieCox DeborahAnnWoll EldenHenson RosarioDawson VincentD'Onofrio JonBernthal ElodieYung ScottGlenn StephenRider VondieCurtis-Hall AyeletZurer TobyLeonardMoore BobGunton"
Marvel's Hulk: Where Monsters Dwell,"['sci-fi', 'family', 'fantasy']",5.6/10,"On Halloween, the Hulk and Dr. Strange battle monsters wreaking havoc on New York and uncover an evil plot by Nightmare, ruler of the Dream Dimension. sci-fi family fantasy FredTatasciore LiamO'Brien JesseBurch EdwardBosco ChiaraZanni MikeVaughn JonOlson MatthewWaterson ZachCallison LauraBailey HopeLevy"
Marvel's Iron Fist,"['crime', 'action', 'adventure', 'drama']",6.7/10,"Danny Rand resurfaces 15 years after being presumed dead. Now, with the power of the Iron Fist, he seeks to reclaim his past and fulfill his destiny. crime action adventure drama FinnJones JessicaHenwick DavidWenham JessicaStroup TomPelphrey"
Marvel's Jessica Jones,"['crime', 'action', 'adventure', 'drama']",8.0/10,"Haunted by a traumatic past, Jessica Jones uses her gifts as a private eye to find her tormentor before he can harm anyone else in Hell's Kitchen. crime action adventure drama KrystenRitter DavidTennant RachaelTaylor MikeColter Carrie-AnneMoss EkaDarville ErinMoriarty WilTraval SusieAbromeit"
Marvel's Luke Cage,"['crime', 'action', 'adventure', 'drama']",7.4/10,"A hoodie-wearing, unbreakable ex-con fights to clear his name and save his neighborhood. He wasn't looking for a fight, but the people need a hero. crime action adventure drama MikeColter AlfreWoodard RosarioDawson SimoneMissick MahershalaAli ErikLaRayHarvey TheoRossi FrankWhaley FrankieFaison SoniaBraga RonCephasJones"
Marvel's The Defenders,"['crime', 'action', 'adventure', 'drama']",7.2/10,"Daredevil, Jessica Jones, Luke Cage and Iron Fist join forces to take on common enemies as a sinister conspiracy threatens New York City. crime action adventure drama CharlieCox KrystenRitter MikeColter FinnJones SigourneyWeaver ElodieYung EldenHenson JessicaHenwick SimoneMissick RachaelTaylor DeborahAnnWoll RosarioDawson Carrie-AnneMoss EkaDarville ScottGlenn"
Marvel's The Punisher,"['crime', 'thriller', 'action', 'adventure']",8.4/10,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy. crime thriller action adventure JonBernthal EbonMoss-Bachrach BenBarnes AmberRoseRevah JasonR.Moore DanielWebber JaimeRayNewman MichaelNathanson DeborahAnnWoll PaulSchulze
Mary and the Witch's Flower,"['animation', 'family']",6.6/10,"Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan. animation family RubyBarnhill KateWinslet JimBroadbent EwenBremner LyndaBaron LouisAshbourneSerkis MorwennaBanks TeresaGallagher RasmusHardiker"
Mary Kom,"['sports', 'drama']",6.7/10,The daughter of a poor rice farmer overcomes the objections of her father and the demands of a male-dominated society to pursue a career in boxing. sports drama PriyankaChopra DarshanKumar SunilThapa KennyBasumatary ShishirSharma RobinDas RajniBasumatary LinLaishram ShaktiSingh
May the Devil Take You,"['horror', 'drama']",5.9/10,"Hoping to find answers to her estranged father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past. horror drama ChelseaIslan PevitaPearce SamoRafael KarinaSuwandhi RaySahetapy RuthMarini HadijahShahab ClaraBernadeth Kinaryosih NicoleRossi"
Mohenjo Daro,"['action', 'adventure', 'drama']",5.5/10,"A courageous villager moves to the ancient city of Mohenjo Daro, where he falls for the daughter of a priest and does battle with a tyrant. action adventure drama HrithikRoshan SonakshiSinha PoojaHegde KabirBedi ArunodaySingh KishoriShahane NarendraJha NitishBharadwaj"
Mismatched,"['comedy', 'romance', 'drama']",5.3/10,"After a disastrous set-up by their families, two teens strike up a tentative friendship at their summer program â€” but deeper feelings arenâ€™t far behind. comedy romance drama PrajaktaKoli RohitSaraf VihaanSamat TaarukRaina VidyaMalavade KritikaBharadwaj RannvijaySingh MuskkaanJaferi DevyaniShorey SuhasiniMulay AbhinavSharma RavinMakhija"
Monster,['drama'],6.6/10,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system thatâ€™s already judged him. drama KelvinHarrisonJr. JenniferHudson JeffreyWright JenniferEhle TimBlakeNelson Nasir'Nas'Jones RakimMayers PaulBen-Victor JohnDavidWashington JharrelJerome DorianMissick
Monster High: Electrified,['drama'],5.7/10,"Clawdeen wants to turn an abandoned power station into a salon for monsters and ""normies"" alike. But Moanica's got a shocking plan to ruin everything. drama DebiDerryberry CassandraMorris SalliSaffioti LarissaGallagher CristinaMilizia JonquilGoode TravisDresden EvanSmith MichaelSorich SaraCravens"
Monster House,"['comedy', 'family']",6.4/10,"A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people â€” and a life of its own. comedy family MitchelMusso SamLerner SpencerLocke SteveBuscemi KathleenTurner JasonLee JonHeder MaggieGyllenhaal CatherineO'Hara FredWillard NickCannon KevinJames"
Monster Island,['family'],5.0/10,"When a teenager discovers he's not really human, he ventures out to a remote island to explore his roots and confronts a series of wild challenges. family JoeyCamen FionaHardingham JohnnyRose KatieLeigh RogerL.Jackson WallyWingert PhillipVasquez"
Monster Run,"['action', 'adventure', 'drama']",5.1/10,"Jimo, an outcast who can see monsters, teams up with a monster hunter to fight evil forces and soon discovers her greater calling. action adventure drama ShawnYue JessieLi KaraWai TuMen QiaoShan WangYutian YangDi WangZhener"
Monsters vs. Aliens,"['sci-fi', 'comedy', 'family', 'fantasy']",6.2/10,"After Susan Murphy is struck by a meteor and grows to be 50 feet tall, she's captured by the government and shuttled to a secret compound. sci-fi comedy family fantasy ReeseWitherspoon SethRogen HughLaurie WillArnett KieferSutherland RainnWilson StephenColbert PaulRudd"
Monsters: Dark Continent,"['action', 'adventure', 'drama']",4.2/10,An American platoon stationed in the Middle East is thrust into battle with a breed of tentacled aliens whose rapid spread threatens human survival. action adventure drama JohnnyHarris SamKeeley JoeDempsie KyleSoller NicholasPinnock ParkerSawyers PhilipArditti SofiaBoutella
Mortal Kombat,"['sci-fi', 'action', 'adventure', 'fantasy']",6.0/10,Three fighters travel to the mystical realm of Outworld to test their might in a tournament against an evil demon with plans to take over the world. sci-fi action adventure fantasy ChristopheLambert RobinShou LindenAshby Cary-HiroyukiTagawa BridgetteWilson-Sampras TalisaSoto TrevorGoddard ChrisCasamassa FranÃ§oisPetit KeithCooke
Mowgli: Legend of the Jungle,"['action', 'adventure', 'family', 'drama']",6.6/10,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy â€“ and his own human origins. action adventure family drama ChristianBale CateBlanchett BenedictCumberbatch NaomieHarris AndySerkis RohanChand PeterMullan JackReynor EddieMarsan TomHollander LouisAshbourneSerkis MatthewRhys FreidaPinto
Mubarakan,"['comedy', 'drama']",5.4/10,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes. comedy drama AnilKapoor ArjunKapoor IleanaD'Cruz AthiyaShetty NehaSharma VineetKumarSingh PavanMalhotra RatnaPathakShah KaranKundra AnilMange RahulDev SanjayKapoor"
Naruto,"['animation', 'drama']",8.3/10,"Guided by the spirit demon within him, orphaned Naruto learns to harness his powers as a ninja in this anime adventure series. animation drama JunkoTakeuchi ChieNakamura NoriakiSugiyama KazuhikoInoue ToshihikoSeki HidekatsuShibata MasakoKatsuki NanaMizuki"
Naam Shabana,"['action', 'adventure', 'drama']",6.5/10,"A fiery young woman accepts help from a spy agency to avenge her lover's murder. In return, she must prove herself as one of their top recruits. action adventure drama TapseePannu AkshayKumar ManojBajpayee PrithvirajSukumaran DannyDenzongpa AnupamKher ZakirHussain VirendraSaxenda"
Namastey London,"['comedy', 'drama']",7.0/10,"To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride. comedy drama AkshayKumar KatrinaKaif RishiKapoor UpenPatel JavedSheikh NinaWadia CliveStanden TiffanyMulheron"
Narcos,"['crime', 'action', 'adventure', 'drama']",8.7/10,The true story of Colombia's infamously violent and powerful drug cartels fuels this gritty gangster drama series. crime action adventure drama WagnerMoura PedroPascal BoydHolbrook DamiÃ¡nAlcÃ¡zar AlbertoAmmann FranciscoDenis PÃªpÃªRapazote MatiasVarela MichaelStahl-David MattWhelan ArturoCastro JavierCÃ¡mara JosÃ©MarÃ­aYazpik EricLange BrettCullen MiguelÃngelSilvestre KerryBishÃ© PaulinaGaitÃ¡n CristinaUmaÃ±a PaulinaGarcÃ­a JuanSebastiÃ¡nCalero JoannaChristie TalianaVargas AndreaLondo ManoloCardona DiegoCataÃ±o RaÃºlMÃ©ndez BrunoBichir StephanieSigman FlorenciaLozano JuanPabloRaba LeynarGomez KonstantinMelikhov MartinaGarcÃ­a MauriceCompte MauricioCujar JorgeMonterrosa GermÃ¡nJaramillo JuanPabloShuk JuliÃ¡nDÃ­az AlejandroBuitrago FedericoRivera
Narcos: Mexico,"['crime', 'action', 'adventure', 'drama']",8.5/10,"Witness the birth of the Mexican drug war in the 1980s as a gritty new ""Narcos"" saga chronicles the true story of the Guadalajara cartel's ascent. crime action adventure drama MichaelPeÃ±a DiegoLuna TenochHuerta JoaquinCosio JosÃ©MarÃ­aYazpik MattLetscher AlyssaDiaz"
Oh My Ghost,"['comedy', 'horror', 'drama']",4.6/10,"A group of friends encounters a folk spirit in their apartment, and their harebrained attempts to banish the ghost soon backfire. comedy horror drama KohteeAramboy SudaratButrprom YingsakChonglertjetsadawong ChannarongKhuntee-tao JaturongMokjok WaraphatPhatsathit ApinyaSakuljaroensuk WiraditSrimalai EkkachaiSrivichai"
Oh My Ghost 2,"['comedy', 'horror', 'drama']",4.9/10,"The spirited trio are back to take on a new ghost-busting adventure at a mens' residence, where spooky secrets lurk around every corner. comedy horror drama KohteeAramboy YingsakChonglertjetsadawong JaturongMokjok ApapornNakornsawan PharanyuRojanawuthitham WiraditSrimalai EkkachaiSrivichai ChaiwatThongsaeng KachapaToncharoen"
Oh My Ghost 3,"['comedy', 'horror', 'drama']",4.8/10,"After a body is discovered in their building, a vengeful, paranormal presence begins to affect Taew, Mod Dum and Cartoon's business. comedy horror drama KohteeAramboy YingsakChonglertjetsadawong JaturongMokjok WaraphatPhatsathit WiraditSrimalai EkkachaiSrivichai VaruthWaratham ButsarinYokpraipan"
Oh My God,"['comedy', 'drama']",8.0/10,Mumbai shopkeeper Kanji Bhai files a lawsuit against God when an earthquake destroys his store and his insurance policy won't cover the damage. comedy drama AkshayKumar PareshRawal MithunChakraborty OmPuri ApoorvaArora ArunBali HoneyChaaya PoonamJhawer MaheshManjrekar GovindNamdeo
Never Have I Ever,"['comedy', 'drama']",7.8/10,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular â€” but friends, family and feelings wonâ€™t make it easy on her. comedy drama MaitreyiRamakrishnan PoornaJagannathan RichaMoorjani JarenLewison DarrenBarnet JohnMcEnroe RamonaYoung LeeRodriguez SendhilRamamurthy AdamShapiro NiecyNash CocoaBrown LilyD.Moore EddieLiu"
Om Shanti Om,"['comedy', 'drama']",6.9/10,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze. comedy drama ShahRukhKhan DeepikaPadukone ShreyasTalpade ArjunRampal KirronKher JavedSheikh"
ONE PIECE,['animation'],8.8/10,Monkey D. Luffy sails with his crew of Straw Hat Pirates through the Grand Line to find the treasure One Piece and become the new king of the pirates. animation MayumiTanaka AkemiOkamura KazuyaNakai KappeiYamaguchi HiroakiHirata IkueOtani YurikoYamaguchi KazukiYao Cho
One-Punch Man,"['crime', 'animation', 'drama']",8.8/10,"The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him, so he struggles with ennui and depression. crime animation drama MakotoFurukawa KaitoIshikawa YukiKaji AoiYuki KazuhiroYamaji KenjiroTsuda MinamiTakayama TesshoGenda"
Ozark,"['crime', 'thriller', 'drama']",8.3/10,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss. crime thriller drama JasonBateman SofiaHublitz LauraLinney SkylarGaertner JasonButlerHarner EsaiMorales PeterMullan LisaEmery"
Paan Singh Tomar,"['action', 'adventure', 'drama']",8.2/10,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned. action adventure drama IrrfanKhan MahieGill RajendraGupta BrijendraKala JahangirKhan VipinSharma ZakirHussain
Pacific Rim: The Black,['animation'],7.2/10,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies. animation GideonAdlon CalumWorthy EricaLindbeck VictoriaGrace AndrewMcPhee"
Pad Man,"['romance', 'drama']",7.8/10,"Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford. romance drama AkshayKumar SonamKapoor RadhikaApte JyotiSubhash UrmilaMahanta SuneelSinha SanjaySingh RakeshChaturvediOm"
Paheli,"['romance', 'drama']",6.6/10,Traditional Indian folklore comes alive in this charming film based on a story by Statwart Vijaydan Detha. romance drama ShahRukhKhan RaniMukerji AnupamKher DilipPrabhavalkar AmitabhBachchan JuhiChawla NinaKulkarni RajpalYadav
Paranormal,"['horror', 'drama']",8.4/10,"After a skeptical hematologist is plunged into a series of inexplicable events, he unwillingly becomes the go-to-guy for paranormal investigations. horror drama AhmedAmin RazaneJammal AyahSamaha SamaaIbrahem RoshdyElShamy ReemAbdElKader"
Paranormal Investigation,"['horror', 'thriller', 'drama']",3.6/10,"When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him. horror thriller drama AndreiIndreies Jean-BaptisteHeuet JoseAtuncar PierrePorquet ClaudineBertin GabriellaJordan EffieRey CatalinMorar AntoineRodriguez"
Parmanu: The Story of Pokhran,['drama'],7.7/10,"A dedicated government official puts his career in jeopardy by insisting that India become a nuclear power, a goal that powerful forces resist. drama JohnAbraham BomanIrani DianaPenty AnujaSathe YogendraTikku AdityaHitkari VikasKumar AjayShankar DarshanPandya MarkBenington"
Peaky Blinders,"['crime', 'drama']",8.9/10,"A notorious gang in 1919 Birmingham, England, is led by the fierce Tommy Shelby, a crime boss set on moving up in the world no matter the cost. crime drama CillianMurphy SamNeill HelenMcCrory PaulAnderson IddoGoldberg AnnabelleWallis SophieRundle TomHardy JoeCole NedDennehy AndyNyman CharlieCreed-Miles CharlotteRiley DavidDawson JeffreyPostlethwaite MatthewPostlethwaite IanPeck TonyPitts AidanGillen AdrienBrody CharlieMurphy Aimee-FfionEdwards"
Phantom,"['action', 'adventure', 'drama']",6.1/10,India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai. action adventure drama SaifAliKhan KatrinaKaif SabyasachiChakraborty MohammedZeeshanAyyub SohailaKapoor DenzilSmith
Phir Hera Pheri,"['comedy', 'drama']",6.9/10,"Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster. comedy drama AkshayKumar SunilShetty PareshRawal BipashaBasu RimiSen JohnyLever ManojJoshi RajpalYadav SharatSaxena SureshMenon"
Pihu,['drama'],6.5/10,"A two-year-old must fend for herself when her mother suddenly passes away while her father is gone for a conference, leaving her prone to danger. drama PihuMyraVishwakarma"
Pink,['drama'],8.1/10,"A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture. drama TapseePannu KirtiKulhari AndreaTariang AmitabhBachchan PiyushMishra AngadBedi VijayVarma RaashulTandon TusharPandey DhritimanChatterjee MamataShankar"
Pizza,"['horror', 'thriller', 'drama']",6.0/10,A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route. horror thriller drama AkshayOberoi ParvathyOmanakuttan ArunodaySingh DipannitaSharma RajeshSharma OmkarDasManikpuri HussainDalal D.Santosh
Power Rangers Beast Morphers,['family'],6.7/10,A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them. family RorrieD.Travis JazzBaduwalia JacquelineScislowski AbrahamRodrÃ­guez TeuilaBlakely KristinaHo CosmeFlores KevinCopeland
Power Rangers Dino Fury,['family'],7.1/10,"With the prehistoric force of the dinosaurs, a new crew of Power Rangers must deal with a menacing army of alien creatures attacking Earth. family RussellCurry HunterDeno KaiMoya TessaRao ChancePerez ShavaughnRuakere BlairStrang"
Power Rangers Ninja Steel,['family'],5.8/10,A new generation of teen heroes uses superhuman ninja powers to battle the intergalactic villain Galvanax and save Earth from destruction. family WilliamShewfelt NicoGreetham ZoeRobins PeterSudarso ChrystiAne JordiWebber CalebBendit ChrisReid KelsonHenderson
